zarobki_min,zarobki_max,nazwa,miasto,zdalnie,Unnamed: 0,zarobki
17 000,23 000,Scrum Master,Łódź,Tak,,
12 000,19 000,Agile Coordinator (Scrum Master),"Kraków, +2 locations",Nie,,
16 000,20 000,Senior Product Manager,Kraków,Nie,,
6 000,12 000,Project Manager,"Poznań, +2 locations",Nie,,
Brak danych,Brak danych,System Integration Technical Lead,"Bydgoszcz, +2 locations",Tak,,
Brak danych,Brak danych,Project Manager,Łódź,Nie,,
10 000,14 000,IT Project Manager,Poznań,Tak,,
17 000,21 000,Senior Agile Coach,Gdańsk,Nie,,
Brak danych,Brak danych,Scrum Master,Poznań,Nie,,
10 000,15 000,Scrum Master,Warszawa,Tak,,
16 800,21 000,Senior Project Manager,Wrocław,Tak,,
8 000,16 000,IT PROJECT MANAGER,Wrocław,Nie,,
5 000,9 000,Junior Product Owner,Gdańsk,Nie,,
10 000,15 000,Scrum Master,"Warszawa, +2 locations",Tak,,
13 800,18 600,Product Manager / Team Leader 🦸,Gdańsk,Nie,,
Brak danych,Brak danych,Scrum Master,Kraków,Nie,,
20 000,28 000,Product Owner for Application Team,Warszawa,Nie,,
25 000,31 000,Product Owner for Platform Team,Warszawa,Nie,,
12 000,16 000,Project Manager,Kraków,Nie,,
19 000,23 000,Senior Product Manager,"Wrocław, +1 location",Tak,,
Brak danych,Brak danych,Scrum Master,"Wrocław, +2 locations",Tak,,
12 000,15 000,Delivery Manager,Wrocław,Tak,,
Brak danych,Brak danych,Assistant Manager / Manager (IT Audit),"Warszawa, +2 locations",Tak,,
18 000,27 000,Technical Programme Manager,Kraków,Nie,,
25 550,39 480,Technical Project Manager,"Warszawa, +2 locations",Tak,,
21 840,25 200,Senior IT Project Manager,Wrocław,Nie,,
9 000,12 000,Junior IT Project Manager,Warszawa,Nie,,
4 500,6 000,Project Manager,Poznań,Nie,,
21 336,25 200,Senior Project Manager,Gdańsk,Tak,,
8 000,13 000,Product Owner,Łódź,Nie,,
Brak danych,Brak danych,Project Manager (Team Lead),"Warszawa, +2 locations",Tak,,
11 000,20 000,Mid/Senior IT Project Manager,Wrocław,Tak,,
13 000,16 000,Delivery Manager,Warszawa,Tak,,
Brak danych,Brak danych,Project Manager,Warszawa,Nie,,
19 000,24 000,"Product Owner, SDKs","Katowice, +18 locations",Tak,,
13 440,20 160,Product Owner,"Warszawa, +2 locations",Tak,,
16 000,21 000,IT Project Manager / Kierownik Projektu,Warszawa,Nie,,
15 000,20 000,Product Owner,Kraków,Nie,,
12 600,19 300,Product Owner,"Gdańsk, +2 locations",Tak,,
Brak danych,Brak danych,Retail Project Manager,"Kraków, +2 locations",Nie,,
Brak danych,Brak danych,Senior Project Manager (POS roll out),"Kraków, +2 locations",Nie,,
Brak danych,Brak danych,Junior Database Platform Owner,Warszawa,Tak,,
13 000,26 000,Scrum Master,Warszawa,Nie,,
12 000,20 000,Project Manager,"Wrocław, +1 location",Tak,,
Brak danych,Brak danych,Project Manager,Wrocław,Nie,,
Brak danych,Brak danych,Lead Scrum Master,"Wrocław, +2 locations",Tak,,
20 000,30 000,Engineering Manager,"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,EUC Device Performance Lead,Kraków,Tak,,
16 000,18 000,Business Analyst / Product Owner,Warszawa,Tak,,
11 400,15 400,Engineering Program Manager,"Szczecin, +2 locations",Tak,,
Brak danych,Brak danych,Project Manager,Kraków,Nie,,
11 400,15 400,Sr. Technical Scrum Master,"Szczecin, +2 locations",Tak,,
11 400,15 400,Deployment Release Program Manager,"Szczecin, +2 locations",Tak,,
Brak danych,Brak danych,IT Project Manager,"Wrocław, +2 locations",Tak,,
10 000,16 000,Project Manager,"Wrocław, +2 locations",Tak,,
25 000,27 000,Linux Engineer / Team Lead – FinTech,Kraków,Nie,,
10 000,16 000,Product Owner,Warszawa,Nie,,
11 500,18 000,Junior PMO / Project Coordinator,Wrocław,Nie,,
18 000,20 000,Project Manager Officer,Wrocław,Nie,,
18 000,22 000,Product Owner,Wrocław,Nie,,
25 000,35 000,Manager - Software Engineering,Kraków,Nie,,
10 000,15 000,E-Commerce Project Manager,"Wrocław, +2 locations",Tak,,
6 800,7 000,Technology - Future Leaders Programme,Poznań,Nie,,
7 000,10 000,IT Project Manager,"Kraków, +2 locations",Tak,,
22 500,28 000,Senior Product Manager- Risk&Compliance,"Warszawa, +1 location",Nie,,
22 500,28 000,Senior Product Manager - Payments,"Warszawa, +1 location",Nie,,
12 000,17 000,IT Project Manager,Wrocław,Nie,,
15 000,22 000,Delivery Manager,Wrocław,Tak,,
17 600,20 300,Collaboration Content & Document Manager,Kraków,Nie,,
7 000,10 000,IT Project Manager,"Kraków, +2 locations",Tak,,
22 500,28 000,Senior Product Manager- Risk&Compliance,"Warszawa, +1 location",Nie,,
22 500,28 000,Senior Product Manager - Payments,"Warszawa, +1 location",Nie,,
12 000,17 000,IT Project Manager,Wrocław,Nie,,
15 000,22 000,Delivery Manager,Wrocław,Tak,,
17 600,20 300,Collaboration Content & Document Manager,Kraków,Nie,,
17 000,22 000,Product Owner e-commerce/retail,Warszawa,Tak,,
10 000,16 000,Regular Project Manager,Poznań,Nie,,
8 000,15 000,IT Project Manager,Wrocław,Tak,,
Brak danych,Brak danych,Scrum Master w obszarze IT,"Warszawa, +2 locations",Tak,,
15 000,18 000,Product Owner,Wrocław,Nie,,
Brak danych,Brak danych,Group Manager,Wrocław,Nie,,
Brak danych,Brak danych,Process Advisor,Warszawa,Nie,,
9 000,10 500,📊Analytics Project Manager,Poznań,Tak,,
Brak danych,Brak danych,Scrum Master,Kraków,Tak,,
12 000,19 500,IT Project Manager,"Kraków, +2 locations",Tak,,
19 000,25 000,Process Manager (SACM),"Warszawa, +2 locations",Tak,,
10 000,15 000,Project Manager,"Katowice, +2 locations",Tak,,
10 000,18 000,"eCom Project Manager (Shopify, PL&USA)",Kraków,Tak,,
15 000,20 000,Product Owner,Kraków,Tak,,
4 500,7 000,Junior Project Manager,Wrocław,Nie,,
21 840,24 360,Data Incident Response – Program Manager,Kraków,Tak,,
27 000,37 000,Principal Product Manager,Gdańsk,Nie,,
Brak danych,Brak danych,Project Manager,Wrocław,Tak,,
Brak danych,Brak danych,New Product Manager,Poznań,Nie,,
21 840,26 880,Scrum Master,Warszawa,Tak,,
6 000,8 000,Junior Product Owner,"Warszawa, +4 locations",Tak,,
Brak danych,Brak danych,Manager Software Engineering,Kraków,Nie,,
9 000,13 000,IT Coordinator,Częstochowa,Nie,,
11 000,15 000,Project Manager,Łódź,Nie,,
Brak danych,Brak danych,Product Owner with German,Warszawa,Nie,,
16 000,25 500,Product Owner,Kraków,Nie,,
16 000,20 160,Scrum (Agile) Master,Łódź,Tak,,
Brak danych,Brak danych,Project Manager,Elbląg,Nie,,
Brak danych,Brak danych,Product Manager,"Gdańsk, +1 location",Tak,,
16 800,25 200,Scrum Master,Gliwice,Tak,,
Brak danych,Brak danych,Release Manager / Project Manager,"Gdańsk, +1 location",Tak,,
Brak danych,Brak danych,Scrum Master,Wrocław,Tak,,
Brak danych,Brak danych,"Tech Product Owner, Sports Data Platform",Łódź,Nie,,
12 600,18 600,Product manager,"Kraków, +18 locations",Tak,,
27 000,35 000,IT Senior Product Manager,Warszawa,Nie,,
10 000,17 000,IT Project Manager,"Wrocław, +2 locations",Nie,,
18 580,19 740,Product Owner,"Limerick, +2 locations",Tak,,
16 000,25 000,Senior Agile Project Manager,"Wrocław, +3 locations",Tak,,
14 000,18 000,Project Manager,Wrocław,Tak,,
Brak danych,Brak danych,Senior Delivery Manager,Gdańsk,Tak,,
6 000,8 000,Junior Project Manager / Ambitious PMO,Lumen,Nie,,
15 000,20 000,Senior Product Manager,Warszawa,Tak,,
15 000,20 000,Senior Product Manager - Editor,Warszawa,Nie,,
15 000,20 000,Senior PM - Internal Products,Warszawa,Nie,,
17 000,21 000,Department Manager,Kraków,Nie,,
Brak danych,Brak danych,Product Data Analyst (m/f/d),Warszawa,Tak,,
10 000,13 000,Scrum Master,"Warszawa, +2 locations",Tak,,
10 000,17 000,Delivery Leader - Senior,"Wrocław, +2 locations",Tak,,
18 840,23 880,Agile Leader 🔥,Łódź,Tak,,
10 000,17 000,Delivery Leader,"Wrocław, +2 locations",Nie,,
11 300,15 400,Sr. Product Owner,"Szczecin, +2 locations",Tak,,
14 600,20 000,Sr. Product Manager,"Szczecin, +2 locations",Tak,,
24 800,33 800,"Director, Product Management","Szczecin, +2 locations",Tak,,
18 000,23 500,Agile Delivery Lead with German,Wrocław,Tak,,
Brak danych,Brak danych,BI Project Manager,Poznań,Tak,,
15 000,20 000,Agile Coach,"Gliwice, +1 location",Tak,,
18 500,26 500,Senior Product Manager (Fintech),Poznań,Tak,,
Brak danych,Brak danych,Product Owner,Kraków,Nie,,
16 000,22 000,Project Manager,Kraków,Nie,,
16 000,24 000,Senior Product Owner,Łódź,Tak,,
10 000,17 000,Project Lead,"Szczecin, +4 locations",Nie,,
Brak danych,Brak danych,Junior Scrum Master,Zielonka,Nie,,
Brak danych,Brak danych,Scrum Master,Gdańsk,Nie,,
20 900,32 520,Engineering Manager,"Madrid, +1 location",Tak,,
16 500,21 500,Project Manager,Wrocław,Tak,,
Brak danych,Brak danych,IT SAP Project Manager,Warszawa,Nie,,
16 000,26 000,Chapter Lead Project Management IT,"Wrocław, +2 locations",Nie,,
16 000,21 000,Senior IT Project Manager,"Wrocław, +2 locations",Nie,,
14 000,19 000,(A True) Scrum Master,Kraków,Nie,,
12 000,16 800,Scrum Master,Warszawa,Tak,,
19 500,27 000,Agile Coach Lead,Warszawa,Tak,,
Brak danych,Brak danych,Engineering Manager,Warszawa,Nie,,
18 000,20 000,TL / Scrum Master with techn. background,"Warszawa, +1 location",Tak,,
7 000,14 000,Project Manager,Wrocław,Nie,,
10 000,16 000,IT Project Manager,Kraków,Tak,,
10 000,14 000,Product Manager,Wrocław,Tak,,
9 000,14 000,Frontend Developer,Poznań,Tak,,
Brak danych,Brak danych,Full Stack developer (Java/Angular),Warszawa,Nie,,
14 000,24 000,Back-end Node.js Developer (Mid),Wrocław,Tak,,
11 000,19 000,React Native Developer,Wrocław,Tak,,
15 000,19 000,React Developer,Wrocław,Tak,,
10 500,20 000,REMOTE Front-end Developer,Wrocław,Tak,,
10 920,18 480,Remote Node.js Developer,Wrocław,Tak,,
18 500,25 200,Frontend Developer (Angular or React),Wrocław,Tak,,
8 000,16 000,Junior/ Mid JavaScript Developer,"Warszawa, +8 locations",Tak,,
13 440,25 200,Remote Fullstack Developer,Wrocław,Tak,,
20 000,26 000,Senior React Native Developer,Wrocław,Tak,,
Brak danych,Brak danych,Full Stack Software Engineer - Vue.js,Warszawa,Nie,,
15 000,20 000,Angular Developer,Warszawa,Tak,,
14 000,25 000,React Native Developer,"Poznań, +2 locations",Tak,,
11 000,15 000,Front-end Developer,"Sopot, +2 locations",Tak,,
20 000,28 000,Senior Frontend Engineer (Angular 11+),Warszawa,Nie,,
11 760,23 520,Senior Frontend Developer (React.js),Wrocław,Tak,,
20 000,28 000,"Senior FullStack Engineer (Angular,Java)",Warszawa,Nie,,
18 400,25 600,Senior Frontend Developer,Łódź,Nie,,
24 000,26 000,Salesforce Developer,Warszawa,Nie,,
22 500,28 000,"Senior Backend Engineer (Web3, FinTech)","Warszawa, +2 locations",Tak,,
20 000,23 300,Full-stack Engineer (Java + Angular),"Warszawa, +2 locations",Tak,,
25 000,32 000,Senior Frontend Developer,Warszawa,Nie,,
20 000,26 000,Senior React Developer,Wrocław,Tak,,
12 000,21 000,Frontend Engineer with React,Warszawa,Tak,,
7 000,9 000,Frontend Developer,Gdańsk,Nie,,
16 000,25 000,Senior React Developer,"Katowice, +1 location",Tak,,
15 000,18 000,Senior Javascript Engineer,Kraków,Tak,,
5 200,7 000,Junior Software Developer,Gdynia,Tak,,
7 000,9 000,Software Engineer INTERN,Gdańsk,Tak,,
Brak danych,Brak danych,"Software Engineer, Front-End",San Francisco,Tak,,
Brak danych,Brak danych,Frontend Developer (JS/React),Gdańsk,Nie,,
7 500,9 000,Junior Software Developer,Gdynia,Nie,,
12 000,20 000,React developer (mid),"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,SAP BTP Developer,Wrocław,Nie,,
17 000,20 000,Frontend Developer,Rzeszów,Tak,,
Brak danych,Brak danych,Fullstack Node.js Developer with React,Warszawa,Tak,,
11 000,19 000,Node.js Backend Developer,"Kraków, +5 locations",Tak,,
30 750,39 530,Fullstack Software Engineer,"Warszawa, +2 locations",Tak,,
20 160,28 560,Remote Senior React Frontend Developer,Warszawa,Tak,,
25 200,36 960,JavaScript Tech Lead,"Kraków, +5 locations",Tak,,
17 000,21 000,Front-end Developer / People Leader,"Gdynia, +1 location",Tak,,
9 000,14 000,React Mid Developer - Remote/Wroclaw,Wrocław,Tak,,
18 000,28 000,Vue.js Developer (mid-senior),Warszawa,Tak,,
18 000,23 000,Senior Fullstack Developer,Kraków,Tak,,
10 000,15 000,Frontend Developer | Restaurant Club,"Warszawa, +5 locations",Tak,,
14 000,24 000,React Senior Developer- Remote/Wroclaw,Wrocław,Tak,,
12 600,23 100,Cloud Application Developer (React),"Kraków, +3 locations",Tak,,
11 000,16 000,Frontend developer,Poznań,Tak,,
10 000,17 000,JavaScript Developer (Vue),Lublin,Tak,,
Brak danych,Brak danych,Młodszy Programista Frontend (CZK),Kraków,Nie,,
Brak danych,Brak danych,Node.js Developer,"Rybnik, +2 locations",Tak,,
Brak danych,Brak danych,Frontend Developer,"Rybnik, +2 locations",Tak,,
10 000,16 000,Frontend (React) Developer,"Wrocław, +1 location",Tak,,
21 000,23 500,Frontend Developer (Angular),Warszawa,Nie,,
17 570,35 140,Mid Node.js Developer,Wrocław,Tak,,
Brak danych,Brak danych,Developer Web,München,Tak,,
30 000,45 000,Typescript Tech Lead,"Wrocław, +2 locations",Tak,,
15 000,18 000,Frontend Developer,Kraków,Tak,,
18 000,20 000,Senior Remote Vue.js Developer,"Gdynia, +2 locations",Tak,,
18 000,22 000,Senior React Developer,"Gdynia, +2 locations",Tak,,
18 000,25 000,Senior JavaScript Developer,Łódź,Tak,,
32 000,36 000,Senior Engineering Team Leader,Warszawa,Nie,,
Brak danych,Brak danych,Scalac Junior Academy - Frontend (React),Gdańsk,Tak,,
12 000,20 000,Frontend Developer React,"Warszawa, +1 location",Tak,,
17 000,25 000,React Engineer (Mid or Senior),"Wrocław, +2 locations",Tak,,
14 400,21 700,Backend Engineer,Warszawa,Tak,,
9 000,16 000,React Frontend Developer,Warszawa,Tak,,
19 000,26 000,Senior React.js Engineer,Warszawa,Nie,,
19 200,28 900,Senior Frontend Engineer,Warszawa,Tak,,
27 500,35 000,Senior JS Developer (Fortune 500 app),Kraków,Tak,,
4 000,8 000,Junior Frontend Developer (React),Warszawa,Tak,,
6 000,8 000,Junior FrontEnd Developer,Poznań,Nie,,
13 550,19 360,Mid/Senior Fullstack Javascript,Barcelona,Tak,,
Brak danych,Brak danych,Senior Frontend Developer ( remote ),Szczecin,Tak,,
7 000,12 000,Frontend Developer,"Gdańsk, +1 location",Tak,,
9 000,15 700,JavaScript Developer,"Wrocław, +1 location",Tak,,
14 000,20 000,Remote Frontend (React.js) Developer,"Kraków, +2 locations",Tak,,
12 000,18 000,JavaScript Developer,Poznań,Tak,,
6 000,8 000,Junior FrontEnd Developer,Poznań,Nie,,
13 550,19 360,Mid/Senior Fullstack Javascript,Barcelona,Tak,,
Brak danych,Brak danych,Senior Frontend Developer ( remote ),Szczecin,Tak,,
7 000,12 000,Frontend Developer,"Gdańsk, +1 location",Tak,,
9 000,15 700,JavaScript Developer,"Wrocław, +1 location",Tak,,
14 000,20 000,Remote Frontend (React.js) Developer,"Kraków, +2 locations",Tak,,
12 000,18 000,JavaScript Developer,Poznań,Tak,,
15 000,30 000,Senior Front End Developer,Poznań,Nie,,
20 000,35 800,Senior Frontend (Angular) Engineer,Kraków,Tak,,
4 000,8 000,Junior Angular Developer,Warszawa,Nie,,
5 000,9 000,Junior Software Engineer,Poznań,Nie,,
16 800,21 840,Angular Developer,Warszawa,Tak,,
Brak danych,Brak danych,Remote Fronted Developer,"Kraków, +1 location",Tak,,
10 100,16 000,Front-end Developer,"Wrocław, +3 locations",Nie,,
16 000,23 000,Frontend Developer React,Wrocław,Tak,,
8 000,15 000,Frontend Developer (Vue.js),Kraków,Tak,,
Brak danych,Brak danych,Senior Front-End Developer (Angular.js),"Limassol, +2 locations",Tak,,
12 000,24 000,Mid / Senior Front-end Developer,"Wrocław, +1 location",Tak,,
10 000,20 000,Backend Node.js Developer,Kraków,Tak,,
13 370,21 400,Remote Full Stack Developer,"Kraków, +1 location",Tak,,
8 000,15 000,Frontend Developer,Wrocław,Tak,,
Brak danych,Brak danych,Front-end Developer (React),"Limassol, +2 locations",Tak,,
16 800,23 500,Junior/Mid Node.js Developer,Poznań,Tak,,
15 000,23 000,Mid Frontend Developer (React),Kraków,Tak,,
14 000,18 000,Remote Mid JavaScript Developer,Łódź,Nie,,
10 000,13 000,Front-end Developer,"Wrocław, +18 locations",Tak,,
16 800,27 000,Front-end Tech Lead,"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,Senior Front-End Developer (Angular 10+),"Limassol, +2 locations",Tak,,
17 000,22 000,Angular Developer (remote),Warszawa,Tak,,
12 000,20 000,React Developer,Kraków,Tak,,
25 200,31 920,Fullstack Developer (remote),"Warszawa, +3 locations",Tak,,
Brak danych,Brak danych,Senior HTML/Markup Developer,"Limassol, +2 locations",Tak,,
23 513,25 565,Senior Full-Stack Developer,"Warszawa, +2 locations",Tak,,
16 000,32 000,Backend Developer with Node.js,Wrocław,Tak,,
12 000,18 000,Frontend in Crypto,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,Specjalista ds. Wdrożeń Systemów IT,Poznań,Nie,,
12 500,17 000,Frontend Developer (VUE),"Kraków, +2 locations",Tak,,
Brak danych,Brak danych,Frontend Web Developer,Kraków,Nie,,
23 000,26 000,Senior React Developer (Remote),Warszawa,Tak,,
18 000,22 400,Front-end Developer,Warszawa,Tak,,
5 000,8 000,Junior Frontend Developer (React),Kraków,Nie,,
18 480,23 520,React Developer,Warszawa,Tak,,
9 000,14 000,Front-end Developer,Kraków,Nie,,
4 000,8 000,Junior Frontend (React) Engineer,Kraków,Tak,,
5 000,8 000,Junior Blockchain (Solidity) Developer,Kraków,Nie,,
14 000,21 000,Frontend Developer,Warszawa,Tak,,
28 990,40 410,Senior React Engineer - Remote,"Warszawa, +2 locations",Tak,,
14 500,19 200,Frontend Developer,Kraków,Tak,,
Brak danych,Brak danych,Junior Frontend Developer,"Warszawa, +1 location",Nie,,
7 000,8 000,Junior Frontend Developer (e-comm),Sopot,Nie,,
Brak danych,Brak danych,Młodszy Specjalista ds. Wdrożeń Systemów IT,Poznań,Nie,,
Brak danych,Brak danych,Junior Salesforce Developer - staż,Łódź,Nie,,
9 000,14 000,Full-Stack Developer,Kraków,Nie,,
5 000,7 000,Junior Frontend Developer,Warszawa,Tak,,
10 000,17 000,Front End Developer,"Białystok, +1 location",Tak,,
10 000,15 000,FrontEnd Developer,Poznań,Nie,,
9 240,17 220,Mid/Senior JavaScript Developer,"Gdańsk, +2 locations",Tak,,
17 000,23 000,Remote Backend (Node.js) Developer,"Kraków, +2 locations",Tak,,
Brak danych,Brak danych,Junior Frontend Developer,"Lublin, +2 locations",Tak,,
12 000,17 000,Backend Developer,Tychy,Nie,,
14 000,22 000,Senior Front-end Developer,Warszawa,Tak,,
5 000,7 500,Vue.js Developer (MIN 1 YEAR WORK EXP),Szczecin,Tak,,
5 000,9 000,Junior Javascript Developer,Łódź,Tak,,
15 000,20 000,Frontend Software Developer - Crypto,Wrocław,Nie,,
20 000,28 000,Senior React Developer,"Warszawa, +2 locations",Tak,,
14 500,17 000,Frontend Engineer,Kraków,Tak,,
7 500,15 000,Frontend Developer (React),Wrocław,Nie,,
12 000,17 000,Frontend  Developer,Tychy,Nie,,
16 000,20 000,Product Developer (React),Warszawa,Nie,,
8 000,9 000,Junior Full Stack Developer,Warszawa,Nie,,
15 000,20 000,Senior Vue.js Developer,Kraków,Tak,,
Brak danych,Brak danych,Staż w Zespole IT Dev (PHP/Front-End/QA),Kraków,Nie,,
Brak danych,Brak danych,Regular/Senior Front-end React Developer,"Warszawa, +16 locations",Tak,,
Brak danych,Brak danych,Senior Frontend Developer,"Warszawa, +2 locations",Tak,,
14 000,20 000,Remote Frontend Game Developer,"Kraków, +2 locations",Tak,,
Brak danych,Brak danych,Frontend Developer (React.js),"Warszawa, +2 locations",Tak,,
15 600,18 000,JS FullStack Developer,Gdańsk,Tak,,
14 000,18 000,Mid VueJS developer,"Kraków, +2 locations",Tak,,
Brak danych,Brak danych,Młodszy Programista Frontend (Angular),Warszawa,Tak,,
14 700,26 000,Software Developer- 35h/week- TypeScript,"Toronto, +17 locations",Tak,,
6 000,9 000,Junior Front-End Developer,Opole,Nie,,
9 000,14 000,React Mid Developer - Remote,"Warszawa, +1 location",Tak,,
15 600,18 000,JS FullStack Developer,Gdańsk,Tak,,
14 000,18 000,Mid VueJS developer,"Kraków, +2 locations",Tak,,
Brak danych,Brak danych,Młodszy Programista Frontend (Angular),Warszawa,Tak,,
14 700,26 000,Software Developer- 35h/week- TypeScript,"Toronto, +17 locations",Tak,,
6 000,9 000,Junior Front-End Developer,Opole,Nie,,
9 000,14 000,React Mid Developer - Remote,"Warszawa, +1 location",Tak,,
12 000,24 000,Node Developer- Remote,"Warszawa, +1 location",Tak,,
12 000,24 000,Node Developer- Remote/Wroclaw,Wrocław,Tak,,
14 000,19 000,Angular Senior Developer-Remote,"Warszawa, +1 location",Tak,,
7 000,10 000,React Developer,"Kraków, +2 locations",Tak,,
14 500,23 000,Remote Backend Node.js Developer,Gdynia,Tak,,
14 000,20 000,Front-end Developer with Vue.js,Warszawa,Tak,,
23 000,26 000,Senior Vue.js Developer (Remote),Warszawa,Tak,,
Brak danych,Brak danych,Senior Frontend Developer (Vue.js),Warszawa,Nie,,
